video	time_from_scan	emotion	memory_strength	face_or_not	person_familiarity	place_familiarity
sec-1.avi	263	2	5	0	0	2
sec-2.avi	262	0	0	0	0	0
sec-3.avi	261	3	1	0	0	2
sec-4.avi	260	3	2	0	0	2
sec-5.avi	259	3	1	0	0	2
sec-6.avi	258	4	3	1	2	2
sec-7.avi	257	3	1	0	0	2
sec-8.avi	256	4	1	0	0	2
sec-9.avi	255	4	2	1	2	1
sec-10.avi	254	1	3	0	0	1
sec-11.avi	253	4	2	0	0	2
sec-12.avi	252	4	1	0	0	2
sec-13.avi	251	2	2	0	0	2
sec-14.avi	250	4	2	1	2	2
sec-15.avi	249	4	3	1	2	2
sec-16.avi	248	4	3	0	0	2
sec-17.avi	247	4	2	1	2	2
sec-18.avi	246	3	1	0	0	2
sec-19.avi	245	4	2	1	2	1
sec-20.avi	244	5	4	0	0	2
sec-21.avi	243	4	2	1	2	1
sec-22.avi	242	4	4	1	2	2
sec-23.avi	241	4	1	1	2	2
sec-24.avi	240	3	1	0	0	2
sec-25.avi	239	4	4	1	2	2
sec-26.avi	238	4	4	1	2	2
sec-27.avi	237	4	4	1	1	2
sec-28.avi	236	4	4	1	2	2
sec-29.avi	235	4	5	1	2	1
sec-30.avi	234	5	4	1	2	2
sec-31.avi	233	5	2	1	2	1
sec-32.avi	232	5	4	1	2	2
sec-33.avi	231	3	1	0	0	2
sec-34.avi	230	4	4	1	2	2
sec-35.avi	229	5	4	1	2	1
sec-36.avi	228	4	2	1	2	1
sec-37.avi	227	3	3	1	2	2
sec-38.avi	226	2	3	1	2	1
sec-39.avi	225	3	1	0	0	2
sec-40.avi	224	3	1	0	0	2
sec-41.avi	223	4	2	1	1	2
sec-42.avi	222	4	3	1	2	1
sec-43.avi	221	5	4	1	2	1
sec-44.avi	220	4	3	0	0	1
sec-45.avi	219	4	1	0	0	2
sec-46.avi	218	4	3	1	2	1
sec-47.avi	217	4	1	0	0	2
sec-48.avi	216	3	1	0	0	2
sec-49.avi	215	4	1	1	2	2
sec-50.avi	214	2	3	0	0	2
sec-52.avi	212	3	1	0	0	2
sec-53.avi	211	4	5	1	2	2
sec-54.avi	210	4	4	0	0	2
sec-55.avi	209	4	1	1	2	2
sec-56.avi	208	3	2	1	1	2
sec-57.avi	207	5	4	1	2	1
sec-58.avi	206	4	4	1	2	2
sec-59.avi	205	4	2	1	2	1
sec-60.avi	204	4	1	1	2	2
sec-61.avi	203	4	1	1	1	2
sec-62.avi	202	5	5	1	2	2
sec-63.avi	201	4	3	1	2	2
sec-64.avi	200	3	1	0	0	2
sec-65.avi	199	3	1	0	0	2
sec-66.avi	198	4	2	1	2	2
sec-67.avi	197	5	5	0	3	2
sec-68.avi	196	3	1	0	0	2
sec-69.avi	195	5	4	1	2	2
sec-70.avi	194	5	5	1	1	1
sec-71.avi	193	3	2	1	2	1
sec-72.avi	192	3	1	0	0	2
sec-73.avi	191	4	4	1	1	1
sec-74.avi	190	3	2	0	0	1
sec-75.avi	189	5	4	1	2	1
sec-76.avi	188	5	4	1	2	1
sec-77.avi	187	4	4	1	2	1
sec-78.avi	186	5	4	1	2	1
sec-79.avi	185	4	4	1	2	2
sec-80.avi	184	3	1	0	0	2
sec-81.avi	183	3	1	0	0	2
sec-82.avi	182	4	4	1	2	2
sec-83.avi	181	4	4	0	0	2
sec-84.avi	180	5	4	1	2	1
sec-85.avi	179	5	4	1	2	1
sec-86.avi	178	3	1	0	0	2
sec-87.avi	177	3	1	0	0	2
sec-88.avi	176	4	4	1	2	2
sec-89.avi	175	4	3	1	2	1
sec-90.avi	174	4	5	0	0	2
sec-91.avi	173	4	1	1	2	2
sec-92.avi	172	3	1	0	0	2
sec-93.avi	171	3	2	0	0	1
sec-94.avi	170	4	4	1	2	2
